166,14,278,325,68,71,1,0,0
152,14,248,325,68,71,1,0,0
138,14,221,325,68,71,1,0,0
124,14,196,325,68,71,1,0,0
110,14,174,325,68,71,1,0,0
96,14,154,325,68,71,1,0,0
82,14,136,325,68,71,1,0,0
165,14,278,325,40,71,1,0,0
150,14,248,325,40,71,1,0,0
135,14,221,325,40,71,1,0,0
120,14,196,325,40,71,1,0,0
105,14,174,325,40,71,1,0,0
135,15,278,300,48,95,1,0,0
120,15,248,300,48,95,1,0,0
105,15,221,300,48,95,1,0,0
90,15,196,300,48,95,1,0,0
75,15,174,300,48,95,1,0,0
195,15,278,325,40,71,1,0,0
180,15,248,325,40,71,1,0,0
165,15,221,325,40,71,1,0,0
150,15,196,325,40,71,1,0,0
135,15,174,325,40,71,1,0,0
120,15,154,325,40,71,1,0,0
236,16,278,325,40,71,1,0,0
220,16,248,325,40,71,1,0,0
204,16,221,325,40,71,1,0,0
188,16,196,325,40,71,1,0,0
172,16,174,325,40,71,1,0,0
156,16,154,325,40,71,1,0,0
204,16,278,300,48,95,1,0,0
188,16,248,300,48,95,1,0,0
172,16,221,300,48,95,1,0,0
156,16,196,300,48,95,1,0,0
140,16,174,300,48,95,1,0,0
124,16,154,300,48,95,1,0,0
255,16,278,300,48,95,1,0,0
238,16,248,300,48,95,1,0,0
221,16,221,300,48,95,1,0,0
204,16,196,300,48,95,1,0,0
187,16,174,300,48,95,1,0,0
170,16,154,300,48,95,1,0,0
153,16,136,300,48,95,1,0,0
136,17,121,300,48,95,1,0,0
119,17,108,300,48,95,1,0,0
204,17,278,300,48,95,1,0,0
187,17,248,300,48,95,1,0,0
170,17,221,300,48,95,1,0,0
153,17,196,300,48,95,1,0,0
136,17,174,300,48,95,1,0,0
119,17,154,300,48,95,1,0,0
102,17,136,300,48,95,1,0,0
153,17,278,325,97,68,1,0,0
136,17,248,325,97,68,1,0,0
119,17,221,325,97,68,1,0,0
102,17,196,325,97,68,1,0,0
85,17,174,325,97,68,1,0,0
68,17,154,325,97,68,1,0,0
138,17,278,300,48,95,1,0,0
120,17,248,300,48,95,1,0,0
102,17,221,300,48,95,1,0,0
84,17,196,300,48,95,1,0,0
66,17,174,300,48,95,1,0,0
166,14,278,325,68,71,1,0,0
152,14,248,325,68,71,1,0,0
138,14,221,325,68,71,1,0,0
124,14,196,325,68,71,1,0,0
110,14,174,325,68,71,1,0,0
96,14,154,325,68,71,1,0,0
82,14,136,325,68,71,1,0,0
165,14,278,325,40,71,1,0,0
150,14,248,325,40,71,1,0,0
135,14,221,325,40,71,1,0,0
120,14,196,325,40,71,1,0,0
105,14,174,325,40,71,1,0,0
135,15,278,300,48,95,1,0,0
120,15,248,300,48,95,1,0,0
105,15,221,300,48,95,1,0,0
90,15,196,300,48,95,1,0,0
75,15,174,300,48,95,1,0,0
195,15,278,325,40,71,1,0,0
180,15,248,325,40,71,1,0,0
165,15,221,325,40,71,1,0,0
150,15,196,325,40,71,1,0,0
135,15,174,325,40,71,1,0,0
120,15,154,325,40,71,1,0,0
236,16,278,325,40,71,1,0,0
220,16,248,325,40,71,1,0,0
204,16,221,325,40,71,1,0,0
188,16,196,325,40,71,1,0,0
172,16,174,325,40,71,1,0,0
156,16,154,325,40,71,1,0,0
204,16,278,300,48,95,1,0,0
188,16,248,300,48,95,1,0,0
172,16,221,300,48,95,1,0,0
156,16,196,300,48,95,1,0,0
140,16,174,300,48,95,1,0,0
124,16,154,300,48,95,1,0,0
255,16,278,300,48,95,1,0,0
238,16,248,300,48,95,1,0,0
221,16,221,300,48,95,1,0,0
204,16,196,300,48,95,1,0,0
187,16,174,300,48,95,1,0,0
170,16,154,300,48,95,1,0,0
153,16,136,300,48,95,1,0,0
136,17,121,300,48,95,1,0,0
119,17,108,300,48,95,1,0,0
204,17,278,300,48,95,1,0,0
187,17,248,300,48,95,1,0,0
170,17,221,300,48,95,1,0,0
153,17,196,300,48,95,1,0,0
136,17,174,300,48,95,1,0,0
119,17,154,300,48,95,1,0,0
102,17,136,300,48,95,1,0,0
153,17,278,325,97,68,1,0,0
136,17,248,325,97,68,1,0,0
119,17,221,325,97,68,1,0,0
102,17,196,325,97,68,1,0,0
85,17,174,325,97,68,1,0,0
68,17,154,325,97,68,1,0,0
138,17,278,300,48,95,1,0,0
120,17,248,300,48,95,1,0,0
102,17,221,300,48,95,1,0,0
84,17,196,300,48,95,1,0,0
66,17,174,300,48,95,1,0,0
66,17,278,300,102,95,1,0,0
152,14,278,325,97,68,1,0,0
138,14,248,325,97,68,1,0,0
124,14,221,325,97,68,1,0,0
110,14,196,325,97,68,1,0,0
96,14,174,325,97,68,1,0,0
82,14,154,325,97,68,1,0,0
180,14,278,325,68,71,1,0,0
166,14,248,325,68,71,1,0,0
152,14,221,325,68,71,1,0,0
138,14,196,325,68,71,1,0,0
124,14,174,325,68,71,1,0,0
194,14,278,300,48,95,1,0,0
180,14,248,300,48,95,1,0,0
166,14,221,300,48,95,1,0,0
152,14,196,300,48,95,1,0,0
149,14,278,325,40,71,1,0,0
134,14,248,325,40,71,1,0,0
119,14,221,325,40,71,1,0,0
104,14,196,325,40,71,1,0,0
195,14,278,325,40,71,1,0,0
180,14,248,325,40,71,1,0,0
165,14,221,325,40,71,1,0,0
150,14,196,325,40,71,1,0,0
135,14,174,325,40,71,1,0,0
210,15,278,325,68,71,1,0,0
195,15,248,325,68,71,1,0,0
180,15,221,325,68,71,1,0,0
165,15,196,325,68,71,1,0,0
150,15,174,325,68,71,1,0,0
124,15,278,325,68,71,1,0,0
108,15,248,325,68,71,1,0,0
92,15,221,325,68,71,1,0,0
76,15,196,325,68,71,1,0,0
60,15,174,325,68,71,1,0,0
140,16,278,325,68,71,1,0,0
124,16,248,325,68,71,1,0,0
108,16,221,325,68,71,1,0,0
92,16,196,325,68,71,1,0,0
76,16,174,325,68,71,1,0,0
176,16,278,325,40,71,1,0,0
159,16,248,325,40,71,1,0,0
142,16,221,325,40,71,1,0,0
125,16,196,325,40,71,1,0,0
187,17,278,325,40,71,1,0,0
170,17,248,325,40,71,1,0,0
153,17,221,325,40,71,1,0,0
136,17,196,325,40,71,1,0,0
119,17,174,325,40,71,1,0,0
120,17,278,325,97,68,1,0,0
102,17,248,325,97,68,1,0,0
84,17,221,325,97,68,1,0,0
66,17,196,325,97,68,1,0,0
48,17,174,325,97,68,1,0,0
138,17,278,325,68,71,1,0,0
120,17,248,325,68,71,1,0,0
102,17,221,325,68,71,1,0,0
84,17,196,325,68,71,1,0,0
66,17,174,325,68,71,1,0,0
48,17,154,325,68,71,1,0,0
174,17,278,325,40,71,1,0,0
156,17,248,325,40,71,1,0,0
138,17,221,325,40,71,1,0,0
120,17,196,325,40,71,1,0,0
102,17,174,325,40,71,1,0,0
84,17,154,325,40,71,1,0,0
192,18,278,300,102,95,1,0,0
174,18,248,300,102,95,1,0,0
156,18,221,300,102,95,1,0,0
138,18,196,300,102,95,1,0,0
120,18,174,300,102,95,1,0,0
102,18,154,300,102,95,1,0,0
84,18,136,300,102,95,1,0,0
245,18,278,325,40,71,1,0,0
226,18,248,325,40,71,1,0,0
207,18,221,325,40,71,1,0,0
188,18,196,325,40,71,1,0,0
169,18,174,325,40,71,1,0,0
150,18,154,325,40,71,1,0,0
203,18,278,325,40,71,1,0,0
184,18,248,325,40,71,1,0,0
165,18,221,325,40,71,1,0,0
146,18,196,325,40,71,1,0,0
127,18,174,325,40,71,1,0,0
184,19,278,300,102,95,1,0,0
165,19,248,300,102,95,1,0,0
146,19,221,300,102,95,1,0,0
127,19,196,300,102,95,1,0,0
108,19,174,300,102,95,1,0,0
89,19,154,300,102,95,1,0,0
70,19,136,300,102,95,1,0,0
222,19,278,300,102,95,1,0,0
203,19,248,300,102,95,1,0,0
184,19,221,300,102,95,1,0,0
165,19,196,300,102,95,1,0,0
146,19,174,300,102,95,1,0,0
127,19,154,300,102,95,1,0,0
220,19,278,325,40,71,1,0,0
200,19,248,325,40,71,1,0,0
180,19,221,325,40,71,1,0,0
160,19,196,325,40,71,1,0,0
140,19,174,325,40,71,1,0,0
220,19,278,300,48,95,1,0,0
200,19,248,300,48,95,1,0,0
180,19,221,300,48,95,1,0,0
160,19,196,300,48,95,1,0,0
140,19,174,300,48,95,1,0,0
120,19,154,300,48,95,1,0,0
160,19,278,300,48,95,1,0,0
140,19,248,300,48,95,1,0,0
120,19,221,300,48,95,1,0,0
100,19,196,300,48,95,1,0,0
80,19,174,300,48,95,1,0,0
200,20,278,325,68,71,1,0,0
180,20,248,325,68,71,1,0,0
160,20,221,325,68,71,1,0,0
140,20,196,325,68,71,1,0,0
120,20,174,325,68,71,1,0,0
200,20,278,300,48,95,1,0,0
180,20,248,300,48,95,1,0,0
160,20,221,300,48,95,1,0,0
140,20,196,300,48,95,1,0,0
120,20,174,300,48,95,1,0,0
222,21,278,300,48,95,1,0,0
201,21,248,300,48,95,1,0,0
180,21,221,300,48,95,1,0,0
159,21,196,300,48,95,1,0,0
138,21,174,300,48,95,1,0,0
162,21,278,300,48,95,1,0,0
140,21,248,300,48,95,1,0,0
118,21,221,300,48,95,1,0,0
96,21,196,300,48,95,1,0,0
74,21,174,300,48,95,1,0,0
52,21,154,300,48,95,1,0,0
184,21,278,325,40,71,1,0,0
162,21,248,325,40,71,1,0,0
140,21,221,325,40,71,1,0,0
118,21,196,325,40,71,1,0,0
96,21,174,325,40,71,1,0,0
294,21,278,325,40,71,1,0,0
272,21,248,325,40,71,1,0,0
250,21,221,325,40,71,1,0,0
228,21,196,325,40,71,1,0,0
206,21,174,325,40,71,1,0,0
228,22,278,325,40,71,1,0,0
206,22,248,325,40,71,1,0,0
184,22,221,325,40,71,1,0,0
162,22,196,325,40,71,1,0,0
250,22,278,300,102,95,1,0,0
228,22,248,300,102,95,1,0,0
206,22,221,300,102,95,1,0,0
184,22,196,300,102,95,1,0,0
162,22,174,300,102,95,1,0,0
96,22,278,325,40,71,1,0,0
73,22,248,325,40,71,1,0,0
50,22,221,325,40,71,1,0,0
27,22,196,325,40,71,1,0,0
215,22,278,300,48,95,1,0,0
192,22,248,300,48,95,1,0,0
169,22,221,300,48,95,1,0,0
146,22,196,300,48,95,1,0,0
123,22,174,300,48,95,1,0,0
261,23,278,300,48,95,1,0,0
238,23,248,300,48,95,1,0,0
215,23,221,300,48,95,1,0,0
192,23,196,300,48,95,1,0,0
169,23,174,300,48,95,1,0,0
146,23,154,300,48,95,1,0,0
215,23,278,325,40,71,1,0,0
192,23,248,325,40,71,1,0,0
169,23,221,325,40,71,1,0,0
146,23,196,325,40,71,1,0,0
123,23,174,325,40,71,1,0,0
252,23,278,300,102,95,1,0,0
228,23,248,300,102,95,1,0,0
204,23,221,300,102,95,1,0,0
180,23,196,300,102,95,1,0,0
156,23,174,300,102,95,1,0,0
132,23,154,300,102,95,1,0,0
204,23,278,300,48,95,1,0,0
180,23,248,300,48,95,1,0,0
156,23,221,300,48,95,1,0,0
132,23,196,300,48,95,1,0,0
108,23,174,300,48,95,1,0,0
228,23,278,325,40,71,1,0,0
204,23,248,325,40,71,1,0,0
180,23,221,325,40,71,1,0,0
156,23,196,325,40,71,1,0,0
132,23,174,325,40,71,1,0,0
108,23,154,325,40,71,1,0,0
156,24,278,325,97,68,1,0,0
132,24,248,325,97,68,1,0,0
108,24,221,325,97,68,1,0,0
84,24,196,325,97,68,1,0,0
60,24,174,325,97,68,1,0,0
36,24,154,325,97,68,1,0,0
300,24,278,300,102,95,1,0,0
276,24,248,300,102,95,1,0,0
252,24,221,300,102,95,1,0,0
228,24,196,300,102,95,1,0,0
204,24,174,300,102,95,1,0,0
180,24,154,300,102,95,1,0,0
231,24,278,300,102,95,1,0,0
206,24,248,300,102,95,1,0,0
181,24,221,300,102,95,1,0,0
156,24,196,300,102,95,1,0,0
131,24,174,300,102,95,1,0,0
106,24,154,300,102,95,1,0,0
195,24,278,325,40,71,1,0,0
170,24,248,325,40,71,1,0,0
145,24,221,325,40,71,1,0,0
120,24,196,325,40,71,1,0,0
95,24,174,325,40,71,1,0,0
195,25,278,325,40,71,1,0,0
170,25,248,325,40,71,1,0,0
145,25,221,325,40,71,1,0,0
120,25,196,325,40,71,1,0,0
95,25,174,325,40,71,1,0,0
320,25,278,325,97,68,1,0,0
295,25,248,325,97,68,1,0,0
270,25,221,325,97,68,1,0,0
245,25,196,325,97,68,1,0,0
220,25,174,325,97,68,1,0,0
138,25,278,325,68,71,1,0,0
112,25,248,325,68,71,1,0,0
86,25,221,325,68,71,1,0,0
60,25,196,325,68,71,1,0,0
34,25,174,325,68,71,1,0,0
292,25,278,300,102,95,1,0,0
266,25,248,300,102,95,1,0,0
240,25,221,300,102,95,1,0,0
214,25,196,300,102,95,1,0,0
188,25,174,300,102,95,1,0,0
162,25,154,300,102,95,1,0,0
136,25,136,300,102,95,1,0,0
266,25,278,300,48,95,1,0,0
240,25,248,300,48,95,1,0,0
214,25,221,300,48,95,1,0,0
