8.069754989871238404e-01,-3.608155624226572211e-01,1.504775751738478273e-01,-4.527028429940410659e-01,3.651653331489875809e-01,-4.821240679260063167e-01,1.253120253986236277e-01
4.564620317367831803e-01,-4.396751027315456972e-01,-4.275023532611201826e-01,4.685230614120691750e-01,1.060055375519747822e-01,-4.936553099828464575e-01,3.876789354455008052e-01
2.964537463841085407e-01,-3.478278286797679142e-01,-3.519732323945166108e-01,-3.282603223420907379e-02,-4.663007448103628216e-01,-3.133065225737891035e-01,-4.236637988664886390e-01
1.611837179136403897e-01,-3.302672827438142278e-01,3.104895722598303154e-01,1.275100349404857669e-01,2.480540630970587967e-01,3.587682879113295864e-01,-1.881586201371124034e-01
-3.031420187299672664e-01,-2.910471899836408749e-02,6.145305659761168826e-02,2.197418115317981702e-01,-2.034202457312150880e-01,1.722259931442307879e-01,-2.996146969224147139e-01
-3.057588527469311535e-01,-5.170861363212244655e-01,-3.890534262260993414e-01,1.295215267979499263e-02,-4.641813262607676904e-01,-1.089099416027109468e-01,9.137816222192797488e-02
1.053740535341476797e-01,-4.726132382621544004e-01,-4.137020955459871918e-01,4.147350677338847991e-01,5.630173813862615617e-01,2.197892787242620716e-01,-2.013531148440154128e-01
7.047700350255411972e-03,3.980716707014784750e-01,-1.204056213468879255e-01,1.428286779259916317e-01,-1.925496025671304123e-01,-1.961214160959187935e-01,2.648180877718900317e-01
-1.150724628320062004e-01,2.297144512009794415e-01,-2.647554592850966948e-01,3.004567551556358018e-01,1.216642418106390622e-01,-2.088683004416052869e-01,-3.739621276730153432e-01,1.306242221593192365e-01,-8.679517861662805478e-02
4.591378399058766435e-01,4.641889115767560137e-01,2.584987338733236717e-01,3.331961668271964938e-01,-3.538936492471148609e-01,4.839744246802116789e-01,-2.611519501325558212e-01,1.700979418298405044e-01,2.846067936469390824e-01
-4.466077861862161602e-01,3.475357444005032215e-01,7.358199455723878069e-02,-1.172182459559209938e-01,4.946222544801017751e-01,1.160151617143340003e-01,7.399190730252858117e-04,-4.233991880700023192e-01,-2.164807484822706130e-01
