-3.767184696869270155e-01,-3.928030318808239940e-01,9.857372251334095559e-03,4.204934281501791771e-02,1.356229583286389095e-01,-4.722718067547231890e-01,-2.220739874412310799e-01
-2.170851084876928017e-01,4.547815815330313871e-01,2.672134833107718821e-01,-4.547564690587783121e-01,3.225400350535420069e-01,2.618042463855739799e-01,-4.853369959479628126e-01
-1.003792587632990063e-01,-1.026772060410416770e-01,-1.071266489057258742e-01,4.697566194186281741e-01,-4.740859367605240182e-01,4.198374727982553400e-01,-4.707943311373676831e-01
4.626881052915388093e-01,-7.090065617264773579e-03,3.352593945139668574e-01,-3.561919127461392609e-01,3.020793942575212832e-01,5.872085395132375929e-02,4.150758658895316033e-01
1.501181982689813177e-01,1.567934750498223284e-01,1.063648634192131404e-01,-1.746074993017451282e-01,3.673583152114923145e-02,4.251545143258224080e-01,-4.930852129750161461e-02
-1.322917163515215933e-01,2.969480139495220827e-01,-3.696965199649662193e-01,6.554611575054769546e-02,-3.070885100008400315e-01,1.267139829263729256e-01,-5.622810595765724562e-02
-3.309955965607624950e-02,-7.674647933592693150e-02,-9.901548177944684281e-02,-2.654983127339834992e-01,3.814780602748327754e-01,-2.949998188931975962e-01,-1.775998341502555977e-01
-3.048797564379217007e-01,4.087802326572548828e-01,6.808000371477185286e-02,2.595459442823281337e-01,-4.248280845098753034e-01,-4.134336851655465717e-01,-3.214019374559424214e-01
-4.966023981732337056e-01,2.513136840414303963e-01,2.920217083932947766e-01,4.060962898329887882e-01,-3.873862200863960048e-01,-3.593413451165387018e-01,-2.374611232408806449e-01,-2.123819740996048810e-01,-1.265810552536349443e-01
-2.726523329372526616e-01,1.231805177545886032e-01,-4.893560774760024601e-01,8.043565513958317315e-02,-3.474837296777231188e-01,1.687125585764819302e-01,-1.760922890793549245e-01,-1.087524665441909066e-01,-4.346779070616426655e-01
5.823063671283735393e-02,2.524476034562005422e-01,-4.438659378825288715e-01,3.797236266939318927e-02,2.991021189210680831e-01,-3.189834791191703545e-02,4.765829596570756999e-01,-5.580733615570153405e-02,-7.753154493105426925e-02
